Date,Open,High,Low,Close,Volume
28-Mar-11,36.50,37.10,36.40,36.85,1238329
25-Mar-11,35.79,36.80,35.68,36.60,6612343
24-Mar-11,37.80,38.15,37.37,37.97,361165
23-Mar-11,38.00,38.05,36.83,37.59,385816
22-Mar-11,37.59,39.19,37.45,38.09,1018520
21-Mar-11,37.03,37.32,36.12,37.30,724432
18-Mar-11,37.61,37.85,36.52,36.73,529317
17-Mar-11,37.60,37.86,37.21,37.35,404796
16-Mar-11,36.96,37.38,36.39,37.04,537222
15-Mar-11,35.98,37.28,35.52,37.08,385414
14-Mar-11,36.81,37.53,36.44,36.85,375541
11-Mar-11,37.10,37.61,36.72,37.18,471399
10-Mar-11,37.87,37.87,36.62,37.50,550213
9-Mar-11,37.42,38.24,37.30,38.00,410297
8-Mar-11,37.38,38.26,36.93,37.32,538656
7-Mar-11,37.96,37.96,36.75,37.29,440434
4-Mar-11,37.88,38.00,36.83,37.39,363503
3-Mar-11,37.53,37.99,37.40,37.94,680023
2-Mar-11,37.03,37.69,36.75,37.11,433754
1-Mar-11,37.80,37.86,36.77,36.88,499361
28-Feb-11,37.55,38.28,37.50,37.64,624489
25-Feb-11,37.20,37.44,36.95,37.38,655205
24-Feb-11,36.70,37.21,36.41,37.05,815685
23-Feb-11,36.00,37.40,35.88,36.75,1612713
22-Feb-11,36.84,38.75,36.84,38.00,1935523
18-Feb-11,37.06,37.06,37.06,37.06,0
17-Feb-11,33.12,34.54,33.03,34.12,650555
16-Feb-11,32.95,33.41,32.50,33.21,385510
15-Feb-11,32.48,32.99,32.40,32.67,538816
14-Feb-11,31.90,32.96,31.90,32.59,468556
11-Feb-11,31.79,32.39,31.54,32.02,275845
10-Feb-11,31.52,32.15,31.52,31.98,510641
9-Feb-11,31.42,31.98,31.23,31.60,423972
8-Feb-11,31.29,31.85,31.05,31.56,473604
7-Feb-11,31.71,32.27,31.20,31.30,424292
4-Feb-11,33.01,33.72,31.78,31.91,587092
3-Feb-11,31.27,33.27,30.12,32.81,1532452
2-Feb-11,31.23,31.57,31.16,31.27,315574
1-Feb-11,30.57,31.62,30.57,31.37,403073
