Date,Open,High,Low,Close,Volume
23-Jul-10,3.21,3.21,3.12,3.15,11692
22-Jul-10,3.11,3.26,3.08,3.23,20261
21-Jul-10,3.09,3.15,3.04,3.06,32717
20-Jul-10,2.96,3.01,2.95,3.01,15604
19-Jul-10,3.09,3.09,2.90,2.97,20463
16-Jul-10,2.98,3.13,2.95,3.09,30402
15-Jul-10,2.84,3.10,2.84,3.04,35804
14-Jul-10,2.74,2.94,2.74,2.85,39230
13-Jul-10,2.62,2.67,2.53,2.67,16204
12-Jul-10,2.62,2.65,2.62,2.64,850
9-Jul-10,2.62,2.62,2.51,2.60,22185
8-Jul-10,2.74,2.75,2.59,2.67,26224
7-Jul-10,2.74,2.81,2.68,2.74,24051
6-Jul-10,2.80,2.80,2.69,2.75,13679
5-Jul-10,2.72,2.72,2.72,2.72,0
2-Jul-10,2.72,2.72,2.72,2.72,0
1-Jul-10,2.14,2.21,2.11,2.11,24100
30-Jun-10,2.18,2.18,2.18,2.18,0
29-Jun-10,2.18,2.18,2.18,2.18,0
28-Jun-10,2.28,2.42,2.28,2.34,8665
